rank (for POS),lemma,POS,ipm,freq,% of concordance
923,кремль,n,"15,13117056",1986,"0,01986"
924,фамилия,n,"15,13117056",1986,"0,01986"
925,тап,n,"15,08545706",1980,"0,0198"
926,ялкын,n,"15,07021922",1978,"0,01978"
510,яхшыла,v,"15,0626003",1977,"0,01977"
927,турнир,n,"15,05498139",1976,"0,01976"
928,нәни,n,"15,05498139",1976,"0,01976"
511,тык,v,"15,05498139",1976,"0,01976"
512,тормышка аш,v,"15,04736247",1975,"0,01975"
105,янәдән,adv,"15,03212",1973,"0,0693"
106,җәяү,adv,"15,02451",1972,"0,06926"
929,педагогика,n,"15,0168868",1971,"0,01971"
513,туз,v,"15,0168868",1971,"0,01971"
930,дөреслек,n,"14,99403004",1968,"0,01968"
931,операция,n,"14,97879221",1966,"0,01966"
932,режиссер,n,"14,97117329",1965,"0,01965"
933,һөҗүм,n,"14,91784087",1958,"0,01958"
934,яфрак,n,"14,91784087",1958,"0,01958"
514,тапта,v,"14,89498411",1955,"0,01955"
935,Фәнис,n,"14,85688953",1950,"0,0195"
515,ябыш,v,"14,85688953",1950,"0,0195"
936,табыш,n,"14,81879494",1945,"0,01945"
937,срок,n,"14,81879494",1945,"0,01945"
516,сөрт,v,"14,81117602",1944,"0,01944"
517,юлга чык,v,"14,75022468",1936,"0,01936"
938,яшәеш,n,"14,72736792",1933,"0,01933"
518,ачулан,v,"14,70451117",1930,"0,0193"
939,таныш,n,"14,68927334",1928,"0,01928"
940,сарык,n,"14,64355983",1922,"0,01922"
941,инженер,n,"14,64355983",1922,"0,01922"
942,арба,n,"14,63594091",1921,"0,01921"
519,сораштыр,v,"14,62070308",1919,"0,01919"
520,уй,v,"14,62070308",1919,"0,01919"
943,Шамил,n,"14,61308416",1918,"0,01918"
944,хаҗ,n,"14,60546524",1917,"0,01917"
945,Америка,n,"14,59022741",1915,"0,01915"
521,тынычлан,v,"14,58260849",1914,"0,01914"
522,авырт,v,"14,58260849",1914,"0,01914"
523,ясат,v,"14,55213282",1910,"0,0191"
524,рәнҗет,v,"14,53689498",1908,"0,01908"
946,бүре,n,"14,52927606",1907,"0,01907"
525,тарал,v,"14,52165715",1906,"0,01906"
526,кип,v,"14,50641931",1904,"0,01904"
30,ичмасам,ij,"14,49118",1902,"0,45586"
947,фольклор,n,"14,45308689",1897,"0,01897"
107,шуның кадәр,adv,"14,45309",1897,"0,06663"
948,болгар,n,"14,43023013",1894,"0,01894"
949,вәкаләт,n,"14,4149923",1892,"0,01892"
950,Ибраһим,n,"14,4149923",1892,"0,01892"
951,хатирә,n,"14,4149923",1892,"0,01892"
952,Миңнуллин,n,"14,4149923",1892,"0,01892"
953,туташ,n,"14,40737338",1891,"0,01891"
954,секретарь,n,"14,39213555",1889,"0,01889"
955,учак,n,"14,38451663",1888,"0,01888"
956,Ирек,n,"14,37689771",1887,"0,01887"
957,холык,n,"14,35404096",1884,"0,01884"
958,аңлатма,n,"14,35404096",1884,"0,01884"
527,кызык,v,"14,32356529",1880,"0,0188"
31,зинһар,ij,"14,30833",1878,"0,45011"
959,керәшен,n,"14,29308962",1876,"0,01876"
528,тартып ал,v,"14,24737611",1870,"0,0187"
960,дулкын,n,"14,22451936",1867,"0,01867"
529,аз,v,"14,22451936",1867,"0,01867"
961,Николай,n,"14,20928152",1865,"0,01865"
962,сәхифә,n,"14,2016626",1864,"0,01864"
963,көнкүреш,n,"14,17880585",1861,"0,01861"
530,рәсмиләштер,v,"14,17880585",1861,"0,01861"
964,Кытай,n,"14,17118693",1860,"0,0186"
965,сюжет,n,"14,1559491",1858,"0,01858"
966,шофер,n,"14,14833018",1857,"0,01857"
967,опера,n,"14,11023559",1852,"0,01852"
531,төр,v,"14,11023559",1852,"0,01852"
32,берәрсе,prn,"14,08738",1849,"0,04277"
968,чәчү,n,"14,07975992",1848,"0,01848"
969,мастер,n,"14,05690317",1845,"0,01845"
970,Рәмиев,n,"14,04166533",1843,"0,01843"
971,маддә,n,"14,0264275",1841,"0,01841"
972,белешмә,n,"13,99595183",1837,"0,01837"
973,билет,n,"13,95023832",1831,"0,01831"
974,яхшылык,n,"13,9426194",1830,"0,0183"
32,хуш,ij,"13,935",1829,"0,43837"
975,кадер,n,"13,92738157",1828,"0,01828"
976,гыйбарәт,n,"13,91976265",1827,"0,01827"
532,тәгәрә,v,"13,88928698",1823,"0,01823"
977,намус,n,"13,88166806",1822,"0,01822"
533,бает,v,"13,88166806",1822,"0,01822"
978,тәм,n,"13,86643022",1820,"0,0182"
979,килен,n,"13,85881131",1819,"0,01819"
534,хуш кил,v,"13,85881131",1819,"0,01819"
980,Мөхәммәд,n,"13,84357347",1817,"0,01817"
535,сәламәтләндер,v,"13,83595455",1816,"0,01816"
981,газап,n,"13,82833564",1815,"0,01815"
982,фермер,n,"13,8130978",1813,"0,01813"
983,Галимҗан,n,"13,8130978",1813,"0,01813"
984,күз яше,n,"13,8130978",1813,"0,01813"
985,шура,n,"13,80547888",1812,"0,01812"
986,инспектор,n,"13,75976538",1806,"0,01806"
108,кичә,adv,"13,75215",1805,"0,0634"
536,сыр,v,"13,74452754",1804,"0,01804"
537,алкышла,v,"13,74452754",1804,"0,01804"
987,анализ,n,"13,72167079",1801,"0,01801"
988,тәүлек,n,"13,71405187",1800,"0,018"
989,мэр,n,"13,69881403",1798,"0,01798"
990,сулыш,n,"13,69119512",1797,"0,01797"
991,белдерү,n,"13,6835762",1796,"0,01796"
992,насыйп,n,"13,66833836",1794,"0,01794"
993,зыялы,n,"13,66071945",1793,"0,01793"
994,тойгы,n,"13,63024378",1789,"0,01789"
995,кардәш,n,"13,62262486",1788,"0,01788"
538,үкен,v,"13,62262486",1788,"0,01788"
539,эре,v,"13,5997681",1785,"0,01785"
996,тирә-як,n,"13,57691135",1782,"0,01782"
997,борын,n,"13,56929243",1781,"0,01781"
998,үзидарә,n,"13,5540546",1779,"0,01779"
999,нефтьче,n,"13,48548434",1770,"0,0177"
540,күбәй,v,"13,4702465",1768,"0,01768"
1000,Закиров,n,"13,45500867",1766,"0,01766"
541,ашкын,v,"13,39405733",1758,"0,01758"
542,үлчә,v,"13,39405733",1758,"0,01758"
109,кайчакта,adv,"13,34834",1752,"0,06154"
543,сәхнәләштер,v,"13,3407249",1751,"0,01751"
544,ирештер,v,"13,32548707",1749,"0,01749"
545,үпкәлә,v,"13,27977356",1743,"0,01743"
546,кайгыр,v,"13,27215464",1742,"0,01742"
547,ирешел,v,"13,25691681",1740,"0,0174"
548,эләктер,v,"13,19596547",1732,"0,01732"
549,ныгы,v,"13,17310871",1729,"0,01729"
550,ярала,v,"13,08930062",1718,"0,01718"
33,барчасы,prn,"13,06644",1715,"0,03967"
33,берүк,ij,"13,00549",1707,"0,40913"
110,ничек кенә булмасын,adv,"12,99787",1706,"0,05992"
551,буя,v,"12,94454118",1699,"0,01699"
552,ыргыт,v,"12,89882768",1693,"0,01693"
553,арын,v,"12,868352",1689,"0,01689"
554,имзала,v,"12,85311417",1687,"0,01687"
555,җиһазландыр,v,"12,84549525",1686,"0,01686"
556,чамала,v,"12,79216283",1679,"0,01679"
557,алдыр,v,"12,78454391",1678,"0,01678"
558,адаш,v,"12,66264123",1662,"0,01662"
111,ирексездән,adv,"12,6474",1660,"0,05831"
559,калкы,v,"12,62454664",1657,"0,01657"
560,бушат,v,"12,57121421",1650,"0,0165"
561,яхшыр,v,"12,51026287",1642,"0,01642"
562,ялга,v,"12,50264395",1641,"0,01641"
563,суктыр,v,"12,46454937",1636,"0,01636"
564,иркәлә,v,"12,44169261",1633,"0,01633"
565,өмет ит,v,"12,41883586",1630,"0,0163"
112,шул кадәр,adv,"12,30455",1615,"0,05673"
113,бертавыштан,adv,"12,2817",1612,"0,05662"
114,кабаттан,adv,"12,26646",1610,"0,05655"
566,барып чык,v,"12,15979266",1596,"0,01596"
567,якынай,v,"12,15217374",1595,"0,01595"
34,һәрнәрсә,prn,"12,13694",1593,"0,03685"
568,төплән,v,"12,10646023",1589,"0,01589"
115,яшьли,adv,"12,09884",1588,"0,05578"
569,ябыштыр,v,"12,08360348",1586,"0,01586"
570,җәелдер,v,"12,02265214",1578,"0,01578"
571,оял,v,"12,0074143",1576,"0,01576"
572,коен,v,"11,97693863",1572,"0,01572"
573,када,v,"11,95408188",1569,"0,01569"
574,кабын,v,"11,83979811",1554,"0,01554"
575,ярсы,v,"11,78646569",1547,"0,01547"
576,хушлаш,v,"11,78646569",1547,"0,01547"
34,аһ,ij,"11,73313",1540,"0,3691"
577,ялла,v,"11,73313327",1540,"0,0154"
578,эрет,v,"11,73313327",1540,"0,0154"
579,сүк,v,"11,64932517",1529,"0,01529"
580,югалып кал,v,"11,6188495",1525,"0,01525"
35,мә,ij,"11,60361",1523,"0,36503"
581,туйдыр,v,"11,58837383",1521,"0,01521"
582,тынычландыр,v,"11,57313599",1519,"0,01519"
583,куп,v,"11,55789816",1517,"0,01517"
584,җыен,v,"11,51218465",1511,"0,01511"
116,ихластан,adv,"11,47409",1506,"0,0529"
37,мәгәр,cnjcoo,"11,45123",1503,"0,04124"
585,кадерлә,v,"11,37504413",1493,"0,01493"
586,терә,v,"11,36742522",1492,"0,01492"
587,искер,v,"11,35218738",1490,"0,0149"
588,сең,v,"11,26076037",1478,"0,01478"
117,бертуктаусыз,adv,"11,25314",1477,"0,05188"
589,куандыр,v,"11,13885769",1462,"0,01462"
118,һәрвакыттагыча,adv,"11,07791",1454,"0,05107"
590,зыян сал,v,"11,03219284",1448,"0,01448"
591,соңга кал,v,"11,00171717",1444,"0,01444"
592,агыл,v,"10,9712415",1440,"0,0144"
593,җиңеләйт,v,"10,87981448",1428,"0,01428"
594,дучар бул,v,"10,87219557",1427,"0,01427"
595,терел,v,"10,87219557",1427,"0,01427"
596,юат,v,"10,83410098",1422,"0,01422"
597,тешлә,v,"10,82648206",1421,"0,01421"
598,якынайт,v,"10,81886314",1420,"0,0142"
36,ну,ij,"10,78839",1416,"0,33938"
599,киңәй,v,"10,78838747",1416,"0,01416"
600,чиген,v,"10,78076855",1415,"0,01415"
119,иртүк,adv,"10,75029",1411,"0,04956"
601,табын,v,"10,73505505",1409,"0,01409"
602,уйлан,v,"10,62077128",1394,"0,01394"
603,ялтыра,v,"10,60553345",1392,"0,01392"
37,әйдәгез,ij,"10,5903",1390,"0,33315"
604,киңәш,v,"10,58267669",1389,"0,01389"
605,ялган,v,"10,55981994",1386,"0,01386"
606,җайла,v,"10,52172535",1381,"0,01381"
607,ягын,v,"10,50648752",1379,"0,01379"
608,модернизациялә,v,"10,48363076",1376,"0,01376"
120,икеле,adv,"10,47601",1375,"0,0483"
609,иярт,v,"10,47601185",1375,"0,01375"
610,тәбрик ит,v,"10,46077401",1373,"0,01373"
611,буша,v,"10,45315509",1372,"0,01372"
612,фаш ит,v,"10,45315509",1372,"0,01372"
121,әлегәчә,adv,"10,36935",1361,"0,0478"
613,алышын,v,"10,29315782",1351,"0,01351"
614,тукы,v,"10,17125514",1335,"0,01335"
615,у,v,"10,14839838",1332,"0,01332"
616,җыйна,v,"10,14077947",1331,"0,01331"
617,чыда,v,"10,09506596",1325,"0,01325"
618,үрчет,v,"10,06459029",1321,"0,01321"
619,шеш,v,"10,06459029",1321,"0,01321"
620,юра,v,"9,99602003",1312,"0,01312"
621,катла,v,"9,942687606",1305,"0,01305"
622,көй,v,"9,813166005",1288,"0,01288"
623,ятла,v,"9,805547087",1287,"0,01287"
38,ий,ij,"9,78269",1284,"0,30774"
624,тидер,v,"9,752214663",1280,"0,0128"
625,суй,v,"9,744595745",1279,"0,01279"
122,гарәпчә,adv,"9,73698",1278,"0,04489"
626,агарт,v,"9,714120075",1275,"0,01275"
627,сыйпа,v,"9,676025486",1270,"0,0127"
628,чайка,v,"9,592217391",1259,"0,01259"
629,дуслаш,v,"9,584598474",1258,"0,01258"
630,киңәшләш,v,"9,546503885",1253,"0,01253"
631,шаярт,v,"9,538884967",1252,"0,01252"
123,башта,adv,"9,47793",1244,"0,04369"
124,җиңелчә,adv,"9,41698",1236,"0,04341"
632,сеңдер,v,"9,416982284",1236,"0,01236"
633,ачык,v,"9,333174189",1225,"0,01225"
634,кылан,v,"9,287460683",1219,"0,01219"
635,ер,v,"9,287460683",1219,"0,01219"
125,җәмгысе,adv,"9,27222",1217,"0,04275"
636,үрлә,v,"9,272222848",1217,"0,01217"
637,имгән,v,"9,256985012",1215,"0,01215"
638,реконструкциялә,v,"9,188414753",1206,"0,01206"
639,тернәкләндер,v,"9,173176918",1204,"0,01204"
640,атлан,v,"9,150320164",1201,"0,01201"
39,рәхим итегез,ij,"9,08937",1193,"0,28593"
40,яме,ij,"8,95223",1175,"0,28162"
641,буйла,v,"8,952228304",1175,"0,01175"
642,сындыр,v,"8,936990469",1173,"0,01173"
643,аек,v,"8,929371551",1172,"0,01172"
644,алын,v,"8,906514798",1169,"0,01169"
645,кичек,v,"8,860801292",1163,"0,01163"
646,алмаш,v,"8,837944539",1160,"0,0116"
647,сак бул,v,"8,79984995",1155,"0,01155"
648,кауша,v,"8,723660773",1145,"0,01145"
649,ия бул,v,"8,70080402",1142,"0,01142"
126,әле һаман да,adv,"8,69319",1141,"0,04008"
127,дәррәү,adv,"8,67795",1139,"0,04001"
650,бораула,v,"8,677947267",1139,"0,01139"
651,сөйләшеп утыр,v,"8,662709431",1137,"0,01137"
652,газапла,v,"8,655090514",1136,"0,01136"
653,саклан,v,"8,609377007",1130,"0,0113"
128,берәм-берәм,adv,"8,5789",1126,"0,03955"
654,бозаула,v,"8,525568913",1119,"0,01119"
655,суыр,v,"8,464617571",1111,"0,01111"
656,эт,v,"8,456998653",1110,"0,0111"
129,беркайчан,adv,"8,44938",1109,"0,03895"
657,шаяр,v,"8,396047312",1102,"0,01102"
658,барлыкка китер,v,"8,396047312",1102,"0,01102"
130,шыгрым,adv,"8,37319",1099,"0,0386"
659,алга бар,v,"8,312239217",1091,"0,01091"
660,алыш,v,"8,266525711",1085,"0,01085"
131,берзаман,adv,"8,25129",1083,"0,03804"
661,кызар,v,"8,197955451",1076,"0,01076"
662,какша,v,"8,16747978",1072,"0,01072"
663,тукландыр,v,"8,152241945",1070,"0,0107"
664,суса,v,"8,13700411",1068,"0,01068"
35,берәр нәрсә,prn,"8,12177",1066,"0,02466"
665,җәрәхәтлә,v,"8,121766274",1066,"0,01066"
666,бөрке,v,"8,037958179",1055,"0,01055"
132,беркөн,adv,"7,98463",1048,"0,03681"
667,кичектер,v,"7,977006838",1047,"0,01047"
668,бөк,v,"7,961769002",1045,"0,01045"
669,чере,v,"7,946531167",1043,"0,01043"
670,агыз,v,"7,938912249",1042,"0,01042"
671,юын,v,"7,938912249",1042,"0,01042"
133,армый-талмый,adv,"7,91606",1039,"0,03649"
134,яртылаш,adv,"7,8932",1036,"0,03639"
672,бәхәсләш,v,"7,847485237",1030,"0,0103"
673,сөйләп бир,v,"7,801771731",1024,"0,01024"
674,ута,v,"7,778914977",1021,"0,01021"
675,мәңгеләштер,v,"7,748439307",1017,"0,01017"
135,юри,adv,"7,72558",1014,"0,03562"
676,сүген,v,"7,717963636",1013,"0,01013"
677,кыстыр,v,"7,695106883",1010,"0,0101"
136,ара-тирә,adv,"7,64939",1004,"0,03526"
678,күтәрел,v,"7,626536623",1001,"0,01001"
679,яшерен,v,"7,618917706",1000,"0,01"
680,майла,v,"7,596060952",997,"0,00997"
681,хәрефлә,v,"7,580823117",995,"0,00995"
682,кунак бул,v,"7,580823117",995,"0,00995"
137,ул кадәр,adv,"7,52749",988,"0,0347"
683,төкер,v,"7,512252858",986,"0,00986"
684,җиң сызган,v,"7,489396105",983,"0,00983"
685,пычрат,v,"7,443682598",977,"0,00977"
686,читләш,v,"7,397969092",971,"0,00971"
687,төшендер,v,"7,390350174",970,"0,0097"
688,хурла,v,"7,314160997",960,"0,0096"
41,исәнмесез,ij,"7,2913",957,"0,22937"
138,ахыргача,adv,"7,26845",954,"0,03351"
689,ирен,v,"7,268447491",954,"0,00954"
690,ая,v,"7,253209656",952,"0,00952"
691,җылын,v,"7,20749615",946,"0,00946"
692,исәнләш,v,"7,146544808",938,"0,00938"
693,сыйдыр,v,"7,123688055",935,"0,00935"
694,җәзала,v,"7,108450219",933,"0,00933"
695,реформала,v,"7,032261042",923,"0,00923"
696,көлеш,v,"7,024642125",922,"0,00922"
697,тилмер,v,"7,009404289",920,"0,0092"
698,борчыл,v,"6,948452948",912,"0,00912"
699,үксе,v,"6,948452948",912,"0,00912"
700,рәнҗе,v,"6,94083403",911,"0,00911"
701,авыш,v,"6,902739441",906,"0,00906"
139,очраклы рәвештә,adv,"6,8875",904,"0,03175"
702,аякка бас,v,"6,834169182",897,"0,00897"
703,үгетлә,v,"6,803693511",893,"0,00893"
36,һичкем,prn,"6,75798",887,"0,02052"
704,алып бир,v,"6,750361087",886,"0,00886"
705,пышылда,v,"6,727504334",883,"0,00883"
706,мәгълүматлаштыр,v,"6,704647581",880,"0,0088"
707,камилләш,v,"6,689409746",878,"0,00878"
140,сөйләвенчә,adv,"6,67417",876,"0,03077"
708,карар ит,v,"6,67417191",876,"0,00876"
709,формалаштыр,v,"6,666552992",875,"0,00875"
42,иншалла,ij,"6,65132",873,"0,20924"
710,җанлан,v,"6,651315157",873,"0,00873"
141,бөтенләйгә,adv,"6,61322",868,"0,03049"
711,аваз сал,v,"6,590363815",865,"0,00865"
712,тәфсиллә,v,"6,57512598",863,"0,00863"
142,җәяүләп,adv,"6,55227",860,"0,03021"
43,шәт,ij,"6,51417",855,"0,20492"
713,бае,v,"6,514174638",855,"0,00855"
714,активлаштыр,v,"6,483698967",851,"0,00851"
715,ачыл,v,"6,445604379",846,"0,00846"
143,юньләп,adv,"6,43799",845,"0,02968"
716,тизләт,v,"6,422747626",843,"0,00843"
144,инглизчә,adv,"6,40751",841,"0,02954"
717,тартыш,v,"6,399890873",840,"0,0084"
44,ах,ij,"6,37703",837,"0,20061"
718,яктыр,v,"6,354177366",834,"0,00834"
719,ярлыка,v,"6,338939531",832,"0,00832"
720,аптырап кал,v,"6,293226025",826,"0,00826"
721,рәтлә,v,"6,277988189",824,"0,00824"
722,ауна,v,"6,277988189",824,"0,00824"
723,эшләп ал,v,"6,255131436",821,"0,00821"
145,дәхи,adv,"6,23989",819,"0,02877"
724,иминиятләштер,v,"6,224655765",817,"0,00817"
146,аягүрә,adv,"6,2018",814,"0,02859"
725,исер,v,"6,117990918",803,"0,00803"
726,чәйнә,v,"6,117990918",803,"0,00803"
727,узыш,v,"6,117990918",803,"0,00803"
728,яудыр,v,"6,110372",802,"0,00802"
729,урат,v,"6,110372",802,"0,00802"
730,иел,v,"6,087515247",799,"0,00799"
731,сыен,v,"6,026563905",791,"0,00791"
732,төй,v,"6,018944987",790,"0,0079"
733,очыр,v,"6,018944987",790,"0,0079"
734,бутал,v,"5,996088234",787,"0,00787"
735,тарттыр,v,"5,996088234",787,"0,00787"
45,афәрин,ij,"5,95799",782,"0,18743"
736,батыр,v,"5,94275581",780,"0,0078"
737,саташ,v,"5,927517975",778,"0,00778"
738,ачын,v,"5,927517975",778,"0,00778"
147,соңра,adv,"5,91228",776,"0,02726"
739,хосусыйлаштыр,v,"5,904661222",775,"0,00775"
740,сөйрә,v,"5,897042304",774,"0,00774"
741,вәгазьлә,v,"5,858947716",769,"0,00769"
742,каер,v,"5,820853127",764,"0,00764"
38,язуынча,cnjcoo,"5,81323",763,"0,02094"
743,мыскыл ит,v,"5,813234209",763,"0,00763"
744,асылын,v,"5,698950444",748,"0,00748"
745,сөя,v,"5,691331526",747,"0,00747"
746,инкарь ит,v,"5,683712608",746,"0,00746"
747,кагыл,v,"5,637999102",740,"0,0074"
748,яшелләндер,v,"5,630380184",739,"0,00739"
749,иркенлә,v,"5,615142349",737,"0,00737"
750,арала,v,"5,615142349",737,"0,00737"
751,дәртләндер,v,"5,523715337",725,"0,00725"
752,сызгыр,v,"5,462763995",717,"0,00717"
753,аудар,v,"5,424669406",712,"0,00712"
754,кимер,v,"5,424669406",712,"0,00712"
755,ерт,v,"5,424669406",712,"0,00712"
756,алып ташла,v,"5,409431571",710,"0,0071"
757,назла,v,"5,363718065",704,"0,00704"
758,караш,v,"5,340861312",701,"0,00701"
759,популярлаштыр,v,"5,333242394",700,"0,007"
760,айны,v,"5,325623476",699,"0,00699"
761,көч куй,v,"5,318004559",698,"0,00698"
762,бизән,v,"5,310385641",697,"0,00697"
148,язмача,adv,"5,27229",692,"0,02431"
763,сызла,v,"5,264672135",691,"0,00691"
764,тулыла,v,"5,249434299",689,"0,00689"
765,төбә,v,"5,241815381",688,"0,00688"
766,мыскылла,v,"5,211339711",684,"0,00684"
767,кызыктыр,v,"5,150388369",676,"0,00676"
768,яраклаштыр,v,"5,11229378",671,"0,00671"
769,сөз,v,"5,11229378",671,"0,00671"
770,тамаша кыл,v,"5,074199192",666,"0,00666"
771,акыр,v,"5,066580274",665,"0,00665"
772,азай,v,"5,028485686",660,"0,0066"
773,үрмәлә,v,"5,028485686",660,"0,0066"
774,профилактикала,v,"5,01324785",658,"0,00658"
775,үзәкләштер,v,"4,990391097",655,"0,00655"
776,үрче,v,"4,982772179",654,"0,00654"
777,биз,v,"4,975153262",653,"0,00653"
778,оптимальләштер,v,"4,975153262",653,"0,00653"
46,амин,ij,"4,94468",649,"0,15555"
779,ялын,v,"4,921820838",646,"0,00646"
780,йомшарт,v,"4,921820838",646,"0,00646"
781,әрәм ит,v,"4,898964085",643,"0,00643"
782,котырт,v,"4,898964085",643,"0,00643"
783,яма,v,"4,860869496",638,"0,00638"
784,ваз кич,v,"4,845631661",636,"0,00636"
785,тарткала,v,"4,830393825",634,"0,00634"
786,боер,v,"4,822774908",633,"0,00633"
787,йолкы,v,"4,799918155",630,"0,0063"
788,таң кал,v,"4,792299237",629,"0,00629"
789,хәстәрлә,v,"4,777061401",627,"0,00627"
790,кистер,v,"4,761823566",625,"0,00625"
791,озата бар,v,"4,746585731",623,"0,00623"
792,мәш кил,v,"4,738966813",622,"0,00622"
793,талаш,v,"4,708491142",618,"0,00618"
794,тар-мар ит,v,"4,578969541",601,"0,00601"
149,элгәре,adv,"4,54849",597,"0,02097"
795,суыт,v,"4,54849387",597,"0,00597"
796,бәрелеш,v,"4,540874953",596,"0,00596"
797,селкет,v,"4,518018199",593,"0,00593"
798,үтеп бар,v,"4,510399282",592,"0,00592"
799,йок,v,"4,479923611",588,"0,00588"
800,ман,v,"4,464685775",586,"0,00586"
801,зарык,v,"4,457066858",585,"0,00585"
802,чолга,v,"4,418972269",580,"0,0058"
150,дусларча,adv,"4,39612",577,"0,02027"
803,чорна,v,"4,396115516",577,"0,00577"
804,шалтыра,v,"4,373258763",574,"0,00574"
805,дәгъва кыл,v,"4,365639845",573,"0,00573"
806,төшенкелеккә бирел,v,"4,304688504",565,"0,00565"
807,акса,v,"4,289450668",563,"0,00563"
808,ябык,v,"4,289450668",563,"0,00563"
809,тетрә,v,"4,281831751",562,"0,00562"
810,бүлдер,v,"4,236118244",556,"0,00556"
811,карга,v,"4,220880409",554,"0,00554"
812,ешай,v,"4,220880409",554,"0,00554"
813,савык,v,"4,205642574",552,"0,00552"
814,кысрыкла,v,"4,198023656",551,"0,00551"
815,атлык,v,"4,198023656",551,"0,00551"
816,җилдер,v,"4,15231015",545,"0,00545"
39,алай да,cnjcoo,"4,13707",543,"0,0149"
817,тотып тор,v,"4,121834479",541,"0,00541"
818,никахлаш,v,"4,114215561",540,"0,0054"
819,ыңгыраш,v,"4,106596643",539,"0,00539"
47,фи,ij,"4,09898",538,"0,12895"
820,начарлан,v,"4,098977726",538,"0,00538"
821,текәл,v,"4,08373989",536,"0,00536"
822,селке,v,"4,076120973",535,"0,00535"
151,әйтүләренчә,adv,"4,0685",534,"0,01876"
152,әллә кая,adv,"4,06088",533,"0,01872"
823,симерт,v,"4,060883137",533,"0,00533"
824,җиһазлан,v,"4,060883137",533,"0,00533"
825,тезлән,v,"4,030407466",529,"0,00529"
48,әһә,ij,"4,02279",528,"0,12655"
826,кораллан,v,"4,022788549",528,"0,00528"
827,сискән,v,"3,98469396",523,"0,00523"
828,әзерлән,v,"3,977075042",522,"0,00522"
829,иярлә,v,"3,961837207",520,"0,0052"
153,бәйнә-бәйнә,adv,"3,9466",518,"0,01819"
830,агар,v,"3,946599372",518,"0,00518"
154,шул хәтле,adv,"3,93898",517,"0,01816"
831,кычкырып җибәр,v,"3,923742618",515,"0,00515"
832,күреп кал,v,"3,916123701",514,"0,00514"
833,тырна,v,"3,908504783",513,"0,00513"
834,аула,v,"3,908504783",513,"0,00513"
835,таушал,v,"3,893266948",511,"0,00511"
155,төрекчә,adv,"3,88565",510,"0,01791"
836,пычран,v,"3,88564803",510,"0,0051"
837,бил алыш,v,"3,88564803",510,"0,0051"
838,эвакуациялә,v,"3,862791277",507,"0,00507"
49,ба,ij,"3,84755",505,"0,12104"
839,өлгерт,v,"3,839934524",504,"0,00504"
840,кисеш,v,"3,824696688",502,"0,00502"
50,бисмилла,ij,"3,81708",501,"0,12008"
51,вәссәлам,ij,"3,81708",501,"0,12008"
52,валлаһи,ij,"3,81708",501,"0,12008"
841,хәлсезлән,v,"3,809458853",500,"0,005"
842,характерла,v,"3,809458853",500,"0,005"
843,кабалан,v,"3,801839935",499,"0,00499"
844,талпын,v,"3,801839935",499,"0,00499"
845,тартын,v,"3,801839935",499,"0,00499"
846,тын ал,v,"3,794221017",498,"0,00498"
847,терелт,v,"3,778983182",496,"0,00496"
848,штраф сал,v,"3,771364264",495,"0,00495"
849,сертификатла,v,"3,756126429",493,"0,00493"
850,зурайт,v,"3,748507511",492,"0,00492"
156,башкортча,adv,"3,74089",491,"0,01725"
157,берөзлексез,adv,"3,73327",490,"0,01721"
851,җөрьәт ит,v,"3,702794005",486,"0,00486"
852,каран,v,"3,702794005",486,"0,00486"
853,яралан,v,"3,695175087",485,"0,00485"
854,ваклан,v,"3,695175087",485,"0,00485"
53,исәнме,ij,"3,68756",484,"0,116"
855,кышла,v,"3,68755617",484,"0,00484"
856,эләктереп ал,v,"3,664699416",481,"0,00481"
857,кайтарып бир,v,"3,649461581",479,"0,00479"
858,иснә,v,"3,649461581",479,"0,00479"
859,чынла,v,"3,61898591",475,"0,00475"
860,абайла,v,"3,603748075",473,"0,00473"
861,кител,v,"3,51993998",462,"0,00462"
862,дистәлә,v,"3,512321062",461,"0,00461"
863,өт,v,"3,489464309",458,"0,00458"
864,ек,v,"3,489464309",458,"0,00458"
865,сыпыр,v,"3,466607556",455,"0,00455"
866,нурлан,v,"3,451369721",453,"0,00453"
867,ула,v,"3,436131885",451,"0,00451"
868,гадәтлән,v,"3,436131885",451,"0,00451"
54,бәс,ij,"3,41328",448,"0,10737"
869,тирлә,v,"3,413275132",448,"0,00448"
870,чәнче,v,"3,405656214",447,"0,00447"
871,күзлә,v,"3,398037297",446,"0,00446"
55,уф,ij,"3,3828",444,"0,10642"
872,күн,v,"3,382799461",444,"0,00444"
56,нихәл,ij,"3,37518",443,"0,10618"
873,туплан,v,"3,375180544",443,"0,00443"
874,каптыр,v,"3,375180544",443,"0,00443"
875,күмәклә,v,"3,367561626",442,"0,00442"
876,тикшерен,v,"3,359942708",441,"0,00441"
57,имештер,ij,"3,32185",436,"0,1045"
877,имез,v,"3,32184812",436,"0,00436"
878,интектер,v,"3,314229202",435,"0,00435"
879,тәмамлан,v,"3,314229202",435,"0,00435"
880,көрсен,v,"3,306610284",434,"0,00434"
881,җайлаш,v,"3,245658943",426,"0,00426"
882,йөреп чык,v,"3,238040025",425,"0,00425"
883,махсуслаштыр,v,"3,222802189",423,"0,00423"
40,хәлбуки,cnjcoo,"3,20756",421,"0,01155"
884,гадиләштер,v,"3,207564354",421,"0,00421"
